"","PHD1.SCH01.01_CO1","PHD1.SCH01.02_CO1","PHD1.SCH01.03_CO1","PHD1.SCH01.04_CO1","PHD1.SCH01.04rep_CO1","PHD1.SCH01.05_CO1","PHD1.SCH01.06_CO1","PHD1.SCH01.07_CO1","PHD1.SCH01.08_CO1","PHD1.SCH01.09_CO1","PHD1.SCH02.01_CO1","PHD1.SCH02.02_CO1","PHD1.SCH02.06_CO1","PHD1.SCH03.01_CO1","PHD1.SCH03.02_CO1","PHD1.SCH03.03_CO1","PHD1.SCH03.04_CO1","PHD1.SCH03.05_CO1","PHD1.SCH03.06_CO1","PHD1.SCH03.07_CO1","PHD1.SCH03.08_CO1","PHD1.SCH03.09_CO1","PHD1.SCH04.01_CO1","PHD1.SCH04.02_CO1","PHD1.SCH04.04_CO1","PHD1.SCH04.05_CO1","PHD1.SCH04.06_CO1","PHD1.SCH04.07_CO1","PHD1.SCH04.08_CO1","PHD1.SCH04.09_CO1","PHD1.SCH04.09rep_CO1","PHD1.SCH05.01_CO1","PHD1.SCH05.02_CO1","PHD1.SCH05.03_CO1","PHD1.SCH06.01_CO1","PHD1.SCH06.02_CO1","PHD1.SCH06.03_CO1","PHD1.SCH06.04_CO1","PHD1.SCH06.05_CO1","PHD1.SCH06.06_CO1","PHD1.SCH07.01_CO1","PHD1.SCH07.02_CO1","PHD1.SCH07.02rep_CO1","PHD1.SCH07.03_CO1","PHD1.SCH08.01_CO1","PHD1.SCH08.02_CO1","PHD1.SCH08.03_CO1","PHD1.SCH08.04_CO1","PHD1.SCH08.05_CO1","PHD1.SCH08.06_CO1","PHD1.SCH08.07_CO1","PHD1.SCH08.08_CO1","PHD1.SW01.01_CO1","PHD1.SW01.02_CO1","PHD1.SW01.03_CO1","PHD1.SW01.04_CO1","PHD1.SW01.05_CO1","PHD1.SW01.06_CO1","PHD1.SW01.06rep_CO1","PHD1.SW01.07_CO1","PHD1.SW01.08_CO1","PHD1.SW01.09_CO1","PHD1.SW02.01_CO1","PHD1.SW02.02_CO1","PHD1.SW02.03_CO1","PHD1.SW03.01_CO1","PHD1.SW03.02_CO1","PHD1.SW03.03_CO1","PHD1.SW03.04_CO1","PHD1.SW03.05_CO1","PHD1.SW03.06_CO1","PHD1.SW03.08_CO1","PHD1.SW03.08rep_CO1","PHD1.SW03.09_CO1","PHD1.SW04.02_CO1","PHD1.SW04.03_CO1","PHD1.SW05.01_CO1","PHD1.SW05.01rep_CO1","PHD1.SW05.02_CO1","PHD1.SW05.02rep_CO1","PHD1.SW05.03_CO1","PHD1.SW05.03rep_CO1","PHD1.SW05.04_CO1","PHD1.SW05.05_CO1","PHD1.SW05.06_CO1","PHD1.SW05.07_CO1","PHD1.SW05.08_CO1","PHD1.SW05.09_CO1","PHD1.SW06.01_CO1","PHD1.SW06.02_CO1","PHD1.SW06.03_CO1","PHD1.SW07.01_CO1","PHD1.SW07.02_CO1","PHD1.SW07.03_CO1","PHD1.SW07.03rep_CO1","PHD1.SW08.01_CO1","PHD1.SW08.02_CO1","PHD1.SW08.03_CO1","PHD2.CN01.01_CO1","PHD2.CN01.02_CO1","PHD2.CN01.02rep_CO1","PHD2.CN01.03_CO1","PHD2.CN01.04_CO1","PHD2.CN01.05_CO1","PHD2.CN01.06_CO1","PHD2.CN01.07_CO1","PHD2.CN01.08_CO1","PHD2.CN01.09_CO1","PHD2.CN02.01_CO1","PHD2.CN02.03_CO1","PHD2.CN02.04_CO1","PHD2.CN02.05_CO1","PHD2.CN02.06_CO1","PHD2.CN02.07_CO1","PHD2.CN02.08_CO1","PHD2.CN02.09_CO1","PHD2.CN02.09rep_CO1","PHD2.CN03.01_CO1","PHD2.CN03.02_CO1","PHD2.CN03.03_CO1","PHD2.CN03.04_CO1","PHD2.CN03.05_CO1","PHD2.CN03.06_CO1","PHD2.CN03.07_CO1","PHD2.CN03.08_CO1","PHD2.CN03.09_CO1","PHD2.CN04.01_CO1","PHD2.CN04.02_CO1","PHD2.CN04.04_CO1","PHD2.CN04.05_CO1","PHD2.CN04.05rep_CO1","PHD2.CN04.06_CO1","PHD2.CN04.07_CO1","PHD2.CN04.08_CO1","PHD2.CN04.09_CO1","PHD2.CN05.01_CO1","PHD2.CN05.02_CO1","PHD2.CN05.03_CO1","PHD2.CN05.04_CO1","PHD2.CN05.05_CO1","PHD2.CN05.06_CO1","PHD2.CN05.07_CO1","PHD2.CN05.08_CO1","PHD2.CN05.08rep_CO1","PHD2.CN05.09_CO1","PHD2.NE01.01_CO1","PHD2.NE01.02_CO1","PHD2.NE01.03_CO1","PHD2.NE01.04_CO1","PHD2.NE01.05_CO1","PHD2.NE01.06_CO1","PHD2.NE01.07_CO1","PHD2.NE01.08_CO1","PHD2.NE02.01_CO1","PHD2.NE02.02_CO1","PHD2.NE02.04_CO1","PHD2.NE02.05_CO1","PHD2.NE02.06_CO1","PHD2.NE02.07_CO1","PHD2.NE02.08_CO1","PHD2.NE02.09_CO1","PHD2.NE02.09rep_CO1","PHD2.NE03.01_CO1","PHD2.NE03.02_CO1","PHD2.NE03.03_CO1","PHD2.NE03.04_CO1","PHD2.NE03.05_CO1","PHD2.NE03.06_CO1","PHD2.NE03.07_CO1","PHD2.NE03.08_CO1","PHD2.NE03.09_CO1","PHD2.NE04.01_CO1","PHD2.NE04.02_CO1","PHD2.NE04.03_CO1","PHD2.NE04.04_CO1","PHD2.NE04.05_CO1","PHD2.NE04.05rep_CO1","PHD2.NE04.06_CO1","PHD2.NE04.07_CO1","PHD2.NE04.08_CO1","PHD2.NE04.09_CO1","PHD2.NE05.01_CO1","PHD2.NE05.02_CO1","PHD2.NE05.03_CO1","PHD2.NE05.04_CO1","PHD2.NE05.05_CO1","PHD2.NE05.06_CO1","PHD2.NE05.07_CO1","PHD2.NE05.08_CO1","PHD2.NE05.08rep_CO1","PHD2.NE05.09_CO1","PHD2.NW01.01_CO1","PHD2.NW01.02_CO1","PHD2.NW01.02rep_CO1","PHD2.NW01.03_CO1","PHD2.NW02.01_CO1","PHD2.NW02.02_CO1","PHD2.NW02.03_CO1","PHD2.NW02.04_CO1","PHD2.NW02.05_CO1","PHD2.NW02.06_CO1","PHD2.NW02.07_CO1","PHD2.NW02.08_CO1","PHD2.NW02.09_CO1","PHD2.NW03.02_CO1","PHD2.NW03.03_CO1","PHD2.NW03.04_CO1","PHD2.NW03.05_CO1","PHD2.NW03.06_CO1","PHD2.NW03.07_CO1","PHD2.NW03.08_CO1","PHD2.NW03.08rep_CO1","PHD2.NW03.09_CO1","PHD2.NW04.01_CO1","PHD2.NW04.02_CO1","PHD2.NW04.03_CO1","PHD2.NW04.04_CO1","PHD2.NW04.05_CO1","PHD2.NW04.06_CO1","PHD2.NW04.07_CO1","PHD2.NW04.08_CO1","PHD2.NW04.09_CO1","PHD2.NW05.01_CO1","PHD2.NW05.02_CO1","PHD2.NW05.03_CO1","PHD2.NW05.04_CO1","PHD2.NW05.05_CO1","PHD2.NW05.06_CO1","PHD2.NW05.07_CO1","PHD2.NW05.08_CO1","PHD2.NW05.09_CO1","PHD2.NW06.01_CO1","PHD2.NW06.02_CO1","PHD2.NW06.02rep_CO1","PHD2.NW06.03_CO1","PHD2.NW06.04_CO1","PHD2.NW06.05_CO1","PHD2.NW06.06_CO1","PHD2.SCH01.04rep_CO1","PHD2.SCH02.03_CO1","PHD2.SCH02.05_CO1","PHD2.SCH03.05rep_CO1","PHD2.SCH03.05rep2_CO1","PHD2.SCH04.09rep_CO1","PHD2.SCH07.02rep_CO1","PHD2.SW01.06rep_CO1","PHD2.SW03.08rep_CO1","PHD3.CN01.01rep_CO1","PHD3.CN01.02rep_CO1","PHD3.CN01.03rep_CO1","PHD3.CN01.04rep_CO1","PHD3.CN01.05rep_CO1","PHD3.CN01.06rep_CO1","PHD3.CN01.07rep_CO1","PHD3.CN01.08rep_CO1","PHD3.SCH01.04rep_CO1","PHD3.SCH03.05rep_CO1","PHD3.SCH04.09rep_CO1","PHD3.SCH07.02rep_CO1","PHD3.SW01.06rep_CO1","PHD3.SW03.08rep_CO1","PHD3.SW05.01rep_CO1","PHD3.SW07.03rep_CO1"
"Corynactis californica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coryne pusilla",0,0,0,0,7,0,0,0,0,9,40,44,0,0,5,12,0,0,130,0,11,0,0,0,0,0,27,0,0,11,0,398,8,0,118,39,38,69,46,1558,5,0,0,11,8,0,0,4,0,0,480,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,7,0,0,20,25,0,0,0,0,11,0,0,0,0,0,0,0,0,0,71,0,0,0,0,6,0,0,0,0,12,0,0,0,0,34,11,0,121,12,0,53,0,0,11,0,0,14,0,99,0,0,958,21,31,18,0,63,0,0,0,0,0,0,0,0,55,0,0,2,0,0,0,5,0,0,0,0,38,37,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,79,2,842,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0
"Craterolophus convolvulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisia eburnea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisularia plumosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,5,0,6,0,0,0,12,13,15,6,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptocotyle lingua",0,0,0,0,0,0,0,21,0,0,0,0,0,2444,9,0,2186,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,177,55,222,0,0,208,719,10,0,0,7,0,0,0,0,0,0,0,27,0,0,10,0,0,87,0,0,560,255,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,0,1375,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,5435,6131,0,0,17,0,0,0,0,0,2568,418,0,0,0,378,0,0,0,0,0,0,0,131,0,212,0,0,0,57,1015,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,431,19,0,0,0,0,164,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,37,0,11,0,0,0,0,0,0
"Cryptopleura ramosa",0,6,0,18,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,3,6,0,0,0
"Cypridopsis vidua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cystoclonium purpureum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,639,3,0,71,0,0,0,5,3,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,73,30,25,23,5,40,14,210,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dasyaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,9,5,11,0,0,0,3,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dasysiphonia japonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,80,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delesseria sanguinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delesseriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"Dendrodoa grossularia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depastromorpha africana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deroceras invadens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dexamine spinosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dexamine thea",0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,9,0,2,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
